sku_id,category,name,mrp,discount_percent,discounted_selling_price,weight_in_gms,available_quantity,out_of_stock
SKU03225,Baby Care,Baby Towel,109784,0,109784,500,2,False
SKU00928,"Snacks & Munchies",Cornitos Nachos,7586,2,7434,90,127,False
SKU00003,"Fruits & Vegetables",Onion,3340,31,2304,1000,0,True
SKU00429,"Fruits & Vegetables",Avocado,10536,9,9587,2000,174,False
SKU01124,"Snacks & Munchies","Fox Nuts (Makhana)",18552,44,10389,90,119,False
SKU02877,"Bakery & Biscuits",Wafer - Chocolate,19115,20,15292,200,68,False
SKU01925,Personal Care,Sensodyne Rapid Relief,27606,31,19048,200,120,False
SKU02110,Personal Care,Gillette Shaving Foam,57267,31,39514,200,83,False
SKU00513,"Dairy & Bread",Amul Gold Milk,31942,9,29067,500,0,True
SKU00282,"Fruits & Vegetables",Mushroom - Button,20372,17,16908,500,0,True
SKU02207,Personal Care,Lip Balm - Nivea,89581,6,84206,,144,False
SKU01297,Beverages,Red Bull 250ml,11996,29,8517,500,0,True
SKU03209,Baby Care,Baby Bib,192113,15,163296,200,13,False
SKU00780,"Dairy & Bread","Ghee - Amul (500ml)",42821,30,29974,,102,False
SKU00673,"Dairy & Bread",Flavoured Yogurt - Strawberry,7630,25,5722,200,123,False
SKU00681,"Dairy & Bread",Flavoured Yogurt - Strawberry,11712,15,9955,400,0,True
SKU01284,Beverages,Paper Boat Aam Panna,24550,3,23813,500,102,False
SKU00722,"Dairy & Bread",Whipped Cream,51757,17,42958,400,51,False
SKU00549,"Dairy & Bread","Curd - Plain (400g)",2252,8,2071,400,156,False
SKU01226,Beverages,Frooti Mango 200ml,44705,59,18329,200,0,True
SKU01281,Beverages,Paper Boat Aam Panna,45186,20,36148,1000,19,False
SKU01821,"Cleaning & Household",Bleach - Robin,43890,26,32478,2000,105,False
SKU01083,"Snacks & Munchies",Trail Mix - Dry Fruits,35949,15,30556,,75,False
SKU02113,Personal Care,Gillette Shaving Foam,83319,28,59989,150,121,False
SKU01961,Personal Care,"Head & Shoulders Shampoo",112663,14,96890,75,158,False
SKU01213,Beverages,Thums Up 750ml,3375,10,3037,1000,133,False
SKU03350,Pet Care,Cat Shampoo,41307,29,29327,400,0,True
SKU02968,Baby Care,Cerelac - Wheat Apple,120974,0,120974,100,100,False
SKU00241,"Fruits & Vegetables",Mango - Alphonso,19505,25,14628,1500,126,False
SKU00030,"Fruits & Vegetables",Potato,2157,44,1207,2000,0,True
SKU01167,"Snacks & Munchies",Mathri,18818,0,18818,90,0,True
SKU00998,"Snacks & Munchies",Dark Fantasy,9206,7,8561,90,137,False
SKU03384,Pet Care,Cat Toy - Mouse,136700,26,101158,3000,160,False
SKU01971,Personal Care,Dove Shampoo - Daily Shine,119400,8,109848,200,115,False
SKU00689,"Dairy & Bread",Flavoured Yogurt - Mango,20704,21,16356,1000,28,False
SKU02948,"Bakery & Biscuits",Cinnamon Roll,4740,11,4218,40,48,False
SKU03142,Baby Care,Diaper Rash Cream,197573,15,167937,100,187,False
SKU03164,Baby Care,Baby Feeding Bottle,41934,26,31031,300,179,False
SKU02586,"Instant & Frozen Food",Pasta - Barilla Penne,35691,37,22485,500,72,False
SKU02753,"Bakery & Biscuits",Puff - Veg,8951,64,3222,150,95,False
SKU02148,Personal Care,Sanitary Pads - Whisper,105253,33,70519,100,181,False
SKU02106,Personal Care,Gillette Shaving Foam,30061,1,29760,150,0,True
SKU02479,"Instant & Frozen Food",Upma Mix - MTR,30720,2,30105,200,151,False
SKU02990,Baby Care,Lactogen 1,139258,20,111406,200,48,False
SKU02227,Personal Care,Body Wash - Dove,97443,18,79903,200,40,False
SKU02111,Personal Care,Gillette Shaving Foam,40067,29,28447,75,148,False
SKU01997,Personal Care,Hair Oil - Parachute Coconut,99833,6,93843,500,131,False
SKU01347,Beverages,Kinley Water 500ml,7884,37,4966,,0,True
SKU00753,"Dairy & Bread",Skimmed Milk Powder,14233,30,9963,200,92,False
SKU02511,"Instant & Frozen Food",Idli Batter - iD,44887,62,17057,70,0,True
SKU00226,"Fruits & Vegetables",Tender Coconut,9654,13,8398,1000,0,True
SKU03020,Baby Care,Pampers Diapers - M,42166,16,35419,200,37,False
SKU01923,Personal Care,Sensodyne Rapid Relief,57676,25,43257,150,0,True
SKU01303,Beverages,Monster Energy 350ml,3618,56,1591,500,185,False
SKU03347,Pet Care,Cat Shampoo,11085,,10863,500,103,False
SKU01256,Beverages,Real Juice - Mixed Fruit,58969,51,28894,750,165,False
SKU01344,Beverages,Kinley Water 500ml,56713,2,55578,1000,120,False
SKU00995,"Snacks & Munchies",Bourbon Biscuit,14765,0,14765,150,0,True
SKU02805,"Bakery & Biscuits",Swiss Roll,19449,1,19254,40,0,True
SKU00036,"Fruits & Vegetables",Green Chilli,23297,26,17239,1000,44,False
SKU02609,"Instant & Frozen Food",Frozen Momos - Wo Momo,13966,11,12429,140,176,False
SKU01259,Beverages,Real Juice - Mixed Fruit,0,2,0,500,31,False
SKU01735,"Cleaning & Household",Phenyl - White,10250,30,7174,2000,0,True
SKU01282,Beverages,Paper Boat Aam Panna,10091,0,10091,500,156,False
SKU02965,"Bakery & Biscuits",Eclair - Chocolate,32039,9,29155,300,181,False
SKU03184,Baby Care,Teether,120818,1,119609,500,97,False
SKU01787,"Cleaning & Household",Broom - Grass,47843,26,35403,2000,34,False
SKU02487,"Instant & Frozen Food",Upma Mix - MTR,10279,6,9662,50,96,False
SKU00649,"Dairy & Bread",Cheese Spread - Amul,19030,32,12940,400,178,False
SKU02280,"Instant & Frozen Food",Maggi 2-Minute Noodles,21117,60,8446,400,0,True
SKU02797,"Bakery & Biscuits",Cup Cake - Vanilla,28244,17,23442,100,0,True
SKU01724,"Cleaning & Household",Hit Cockroach Spray,27599,6,25943,500,171,False
SKU01651,"Cleaning & Household",Scotch-Brite Scrub Pad,20648,5,19615,200,0,True
SKU01644,"Cleaning & Household",Scotch-Brite Scrub Pad,11985,,9108,200,49,False
SKU00632,"Dairy & Bread",Milk Bread,8897,39,5427,100,0,True
SKU00347,"Fruits & Vegetables",Curry Leaves,2443,66,830,2000,105,False
SKU01816,"Cleaning & Household",Bleach - Robin,28487,51,13958,400,164,False
SKU02348,"Instant & Frozen Food",Haldiram's Frozen Paratha,8841,17,7338,,0,True
SKU01591,"Cleaning & Household",Surf Excel Matic Top Load,4363,2,4275,1000,55,False
SKU00983,"Snacks & Munchies",Oreo - Original,29859,18,24484,90,0,True
SKU00413,"Fruits & Vegetables",Kiwi - Green,12478,32,8485,2000,185,False
SKU01996,Personal Care,Hair Oil - Parachute Coconut,114079,29,80996,200,171,False
SKU02875,"Bakery & Biscuits",Wafer - Chocolate,11302,,8024,40,0,True
SKU02084,Personal Care,Lifebuoy Handwash Refill,104125,13,90588,50,125,False
SKU02759,"Bakery & Biscuits",Puff - Veg,4437,,3017,40,85,False
SKU01847,"Cleaning & Household",Naphthalene Balls,46814,34,30897,200,0,True
SKU02461,"Instant & Frozen Food",Muesli - Bagrry's,36395,23,28024,200,0,True
SKU01650,"Cleaning & Household",Scotch-Brite Scrub Pad,21643,,14284,2000,145,False
SKU03206,Baby Care,Baby Blanket,42449,7,39477,100,59,False
SKU03048,Baby Care,MamyPoko Pants - M,161463,15,137243,100,78,False
SKU03191,Baby Care,Teether,187190,12,164727,100,0,True
SKU03228,Baby Care,Baby Towel,145974,8,134296,300,148,False
SKU00264,"Fruits & Vegetables",Grapes - Green,21417,18,17561,1500,82,False
SKU01556,"Cleaning & Household",Vim Dishwash Gel - Lemon,18012,1,17831,400,155,False
SKU01153,"Snacks & Munchies",Namkeen Mixture - Haldiram's,9235,34,6095,90,48,False
SKU00881,"Snacks & Munchies",Haldiram's Aloo Bhujia,23236,26,17194,400,150,False
SKU00704,"Dairy & Bread","Lassi - Mango (Amul)",37545,21,29660,100,155,False
SKU00207,"Fruits & Vegetables",Brinjal,16938,18,13889,250,85,False
SKU03422,Pet Care,Bird Seed Mix,122347,10,110112,200,88,False
SKU00027,"Fruits & Vegetables",Potato,23175,6,21784,250,86,False
SKU01194,Beverages,Pepsi 750ml,45966,,45506,250,126,False
SKU01495,Beverages,Horlicks 500g,37733,26,27922,350,0,True
SKU02407,"Instant & Frozen Food",Frozen Fish Fingers,49680,49,25336,70,179,False
SKU01111,"Snacks & Munchies",Cashew Nuts - W320,22106,27,16137,90,163,False
SKU01472,Beverages,Protein Shake - MuscleBlaze,50470,17,41890,250,165,False
SKU03307,Pet Care,Drools Dog Treat,113699,19,92096,100,197,False
SKU03169,Baby Care,Baby Feeding Bottle,12140,32,8255,400,185,False
SKU02434,"Instant & Frozen Food","Soup - Knorr Hot & Sour",41417,15,35204,140,194,False
SKU01346,Beverages,Kinley Water 500ml,49325,70,14797,200,0,True
SKU02192,Personal Care,Wet Wipes - Himalaya,98617,22,76921,,0,True
SKU00291,"Fruits & Vegetables",Peas - Green,18064,7,16799,500,10,False
SKU02922,"Bakery & Biscuits",Focaccia Bread,26179,28,18848,60,95,False
SKU01218,Beverages,Frooti Mango 200ml,14451,24,10982,1000,119,False
SKU02588,"Instant & Frozen Food",Vermicelli - Bambino,23075,29,16383,70,0,True
SKU02903,"Bakery & Biscuits",Croissant - Plain,26997,16,22677,40,52,False
SKU03186,Baby Care,Teether,71724,33,48055,300,191,False
SKU00778,"Dairy & Bread","Ghee - Amul (500ml)",35753,15,30390,400,7,False
SKU00600,"Dairy & Bread","Bread - White (Britannia)",34076,33,22830,1000,0,True
SKU03129,Baby Care,Baby Soap - Dove,64207,49,32745,100,156,False
SKU01236,Beverages,Maaza Mango 600ml,59096,18,48458,250,159,False
SKU02041,Personal Care,Garnier Face Wash - Men,30035,11,26731,75,14,False
SKU00004,"Fruits & Vegetables",Onion,24848,20,19878,1500,54,False
SKU02894,"Bakery & Biscuits",Biscotti,11190,34,7385,300,131,False
SKU00498,"Dairy & Bread",Mother Dairy Full Cream Milk,14083,17,11688,,9,False
SKU00703,"Dairy & Bread","Lassi - Mango (Amul)",28017,24,21292,400,140,False
SKU02664,"Bakery & Biscuits",Treat Croissant - Chocolate,21807,34,14392,60,32,False
SKU00315,"Fruits & Vegetables",Ridge Gourd,3602,17,2989,250,78,False
SKU01837,"Cleaning & Household",Dish Cloth - 3 Pack,76575,17,63557,1000,0,True
SKU03158,Baby Care,Gripe Water - Woodward's,194741,25,146055,300,0,True
SKU02678,"Bakery & Biscuits",Muffin - Blueberry,10941,2,10722,150,133,False
SKU02614,"Instant & Frozen Food",Frozen Momos - Wo Momo,10705,15,9099,500,61,False
SKU01318,Beverages,Sting Energy Drink,3377,34,2228,750,199,False
SKU02405,"Instant & Frozen Food",Frozen Fish Fingers,22134,54,10181,50,122,False
SKU02466,"Instant & Frozen Food",Cornflakes - Kellogg's,25366,29,18009,140,0,True
SKU03084,Baby Care,Baby Shampoo - Johnson's,70126,21,55399,100,51,False
SKU03411,Pet Care,Fish Food - Taiyo,7559,10,6803,200,78,False
SKU00484,"Fruits & Vegetables",Spring Onion,16127,21,12740,500,88,False
SKU00771,"Dairy & Bread",Condensed Milk - Milkmaid,14841,,8756,100,0,True
SKU00066,"Fruits & Vegetables",Banana - Robusta,3666,58,1539,,108,False
SKU03414,Pet Care,Fish Food - Taiyo,148086,54,68119,3000,135,False
SKU02194,Personal Care,Wet Wipes - Himalaya,85989,25,64491,200,145,False
SKU00108,"Fruits & Vegetables","Ladies Finger (Bhindi)",10981,24,8345,2000,114,False
SKU01817,"Cleaning & Household",Bleach - Robin,52828,62,20074,400,0,True
SKU01298,Beverages,Red Bull 250ml,54283,14,46683,750,57,False
SKU03311,Pet Care,Drools Dog Treat,103051,36,65952,400,1,False
SKU00286,"Fruits & Vegetables",Mushroom - Button,7602,10,6841,1000,62,False
SKU00376,"Fruits & Vegetables",Watermelon,19340,65,6769,1500,0,True
SKU01157,"Snacks & Munchies",Namkeen Mixture - Haldiram's,38172,22,29774,30,0,True
SKU00482,"Fruits & Vegetables",Spring Onion,18202,23,14015,2000,0,True
SKU00455,"Fruits & Vegetables",Sweet Potato,20776,6,19529,1500,178,False
SKU01520,Beverages,Glucon-D Orange,27338,9,24877,250,23,False
SKU02142,Personal Care,Sanitary Pads - Whisper,10595,55,4767,75,0,True
SKU03213,Baby Care,Baby Bib,95502,16,80221,300,11,False
SKU01209,Beverages,Thums Up 750ml,20804,10,18723,1000,97,False
SKU01368,Beverages,Green Tea - Lipton,49131,19,39796,750,24,False
SKU01126,"Snacks & Munchies",Protein Bar - Yoga Bar,29484,,14742,30,51,False
SKU03229,Baby Care,Baby Towel,189025,43,107744,300,0,True
SKU00601,"Dairy & Bread","Bread - White (Britannia)",10340,2,10133,100,111,False
SKU01377,Beverages,Chamomile Tea - Twinings,26407,0,26407,250,130,False
SKU00149,"Fruits & Vegetables",Beetroot,19189,1,18997,500,87,False
SKU01102,"Snacks & Munchies",Roasted Almonds - Salted,34730,0,34730,200,0,True
SKU02809,"Bakery & Biscuits",Swiss Roll,24766,15,21051,150,0,True
SKU01534,Beverages,Instant Coffee - Nescafe,59811,20,47848,,158,False
SKU01656,"Cleaning & Household",Garbage Bags - Large,30607,24,23261,500,189,False
SKU00617,"Dairy & Bread",Pav - Ladi,4253,26,3147,200,0,True
SKU01170,"Snacks & Munchies",Mathri,5960,35,3874,400,45,False
SKU01632,"Cleaning & Household",Domex Toilet Cleaner,35104,4,33699,750,126,False
SKU02749,"Bakery & Biscuits",Cream Roll,29101,30,20370,40,96,False
SKU01666,"Cleaning & Household",Garbage Bags - Large,58396,8,53724,500,51,False
SKU01535,Beverages,Instant Coffee - Nescafe,53074,1,52543,250,0,True
SKU01937,Personal Care,Listerine Mouthwash,18098,6,17012,50,133,False
SKU03154,Baby Care,Gripe Water - Woodward's,159843,21,126275,500,66,False
SKU02566,"Instant & Frozen Food",Atta Noodles - Patanjali,25399,33,17017,70,198,False
SKU01560,"Cleaning & Household",Lizol Floor Cleaner - Citrus,18678,67,6163,200,74,False
SKU03167,Baby Care,Baby Feeding Bottle,184298,26,136380,200,3,False
SKU03034,Baby Care,Huggies Diapers - S,198547,,158837,400,177,False
SKU00245,"Fruits & Vegetables",Mango - Alphonso,10384,18,8514,500,1,False
SKU02945,"Bakery & Biscuits",Cinnamon Roll,7019,11,6246,,145,False
SKU02054,Personal Care,Sunscreen - Lakme SPF50,58452,2,57282,50,197,False
SKU00919,"Snacks & Munchies",Cornitos Nachos,5935,25,4451,,50,False
SKU02131,Personal Care,Perfume - Wild Stone,72852,31,50267,500,126,False
SKU03464,Pet Care,Tick Spray,13446,66,4571,500,0,True
SKU00870,"Snacks & Munchies",Bingo Mad Angles,12954,18,10622,200,120,False
SKU02473,"Instant & Frozen Food",Poha - Instant,32586,69,10101,500,167,False
SKU02204,Personal Care,Lip Balm - Nivea,30218,35,19641,100,169,False
SKU01224,Beverages,Frooti Mango 200ml,35116,26,25985,200,50,False
SKU00512,"Dairy & Bread",Amul Gold Milk,3190,22,2488,400,191,False
SKU01848,"Cleaning & Household",Naphthalene Balls,79166,32,53832,2000,113,False
SKU02828,"Bakery & Biscuits",Rusk - Premium,31271,66,10632,40,0,True
SKU02814,"Bakery & Biscuits",Rusk - Premium,17423,27,12718,300,80,False
SKU01628,"Cleaning & Household",Domex Toilet Cleaner,67588,12,59477,1000,42,False
SKU03288,Pet Care,Whiskas Cat Food - Chicken,80350,29,57048,500,0,True
SKU00144,"Fruits & Vegetables",Garlic,24573,25,18429,500,0,True
SKU02222,Personal Care,Face Cream - Olay,45549,19,36894,100,91,False
SKU01479,Beverages,Protein Shake - MuscleBlaze,15448,23,11894,250,184,False
SKU01117,"Snacks & Munchies","Fox Nuts (Makhana)",31170,20,24936,400,0,True
SKU03151,Baby Care,Gripe Water - Woodward's,171607,19,139001,100,182,False
SKU00631,"Dairy & Bread",Milk Bread,53954,33,36149,100,0,True
SKU01862,"Cleaning & Household",Rat Trap - Glue,45506,,42320,750,0,True
SKU02947,"Bakery & Biscuits",Cinnamon Roll,16222,28,11679,200,51,False
SKU02579,"Instant & Frozen Food",Pasta - Barilla Penne,30117,33,20178,400,0,True
SKU01228,Beverages,Frooti Mango 200ml,11515,11,10248,1000,184,False
SKU00192,"Fruits & Vegetables","Spinach (Palak)",20724,16,17408,250,0,True
SKU01132,"Snacks & Munchies",Protein Bar - Yoga Bar,32436,25,24327,150,197,False
SKU01886,"Cleaning & Household",Glass Wiper,15353,25,11514,200,29,False
SKU02096,Personal Care,Gillette Mach3 Razor,99410,7,92451,100,136,False
SKU00477,"Fruits & Vegetables",Spring Onion,11264,68,3604,250,133,False
SKU02886,"Bakery & Biscuits",Wafer - Chocolate,9637,28,6938,200,150,False
SKU02525,"Instant & Frozen Food",Frozen Samosa,25001,31,17250,50,128,False
SKU00806,"Dairy & Bread",Shrikhand - Kesar,23567,34,15554,100,0,True
SKU02083,Personal Care,Lifebuoy Handwash Refill,105904,61,41302,75,85,False
SKU03449,Pet Care,Pet Carrier - Small,146551,,133361,3000,1,False
SKU03060,Baby Care,MamyPoko Pants - L,149294,20,119435,200,106,False
SKU00002,"Fruits & Vegetables",Onion,22663,9,20623,500,107,False
SKU00332,"Fruits & Vegetables","Mint Leaves (Pudina)",12343,31,8516,250,182,False
SKU00298,"Fruits & Vegetables","Bottle Gourd (Lauki)",2836,51,1389,1000,52,False
SKU03417,Pet Care,Bird Seed Mix,53160,29,37743,100,0,True
SKU01749,"Cleaning & Household",Hand Wash - Dettol,5408,13,4704,2000,0,True
SKU02130,Personal Care,Perfume - Wild Stone,9811,28,7063,250,0,True
SKU02364,"Instant & Frozen Food",Frozen Peas - Safal,46015,67,15184,70,0,True
SKU01753,"Cleaning & Household",Hand Wash - Dettol,68301,22,53274,1000,104,False
SKU00229,"Fruits & Vegetables",Pomegranate,3958,34,2612,250,17,False
SKU01477,Beverages,Protein Shake - MuscleBlaze,33792,50,16896,750,161,False
SKU03364,Pet Care,Pet Bowl - Steel,20067,1,19866,100,0,True
SKU03233,Baby Care,Baby Towel,12181,23,9379,500,32,False
SKU00670,"Dairy & Bread",Hung Curd,25882,1,25623,400,151,False
SKU01726,"Cleaning & Household",Hit Cockroach Spray,44832,6,42142,500,41,False
SKU01027,"Snacks & Munchies",Nutri Choice Digestive,18631,19,15091,50,74,False
SKU02827,"Bakery & Biscuits",Rusk - Premium,25081,29,17807,100,0,True
SKU03106,Baby Care,Baby Powder - Johnson's,8913,19,7219,400,138,False
SKU01225,Beverages,Frooti Mango 200ml,41974,69,13011,200,3,False
SKU01118,"Snacks & Munchies","Fox Nuts (Makhana)",11344,22,8848,200,3,False
SKU01441,Beverages,Lassi - Sweet,55881,19,45263,250,45,False
SKU01874,"Cleaning & Household",Drain Cleaner,73848,35,48001,200,0,True
SKU01333,Beverages,Bisleri Water 1L,4199,8,3863,1000,124,False
SKU00980,"Snacks & Munchies","Hide & Seek",30640,58,12868,150,149,False
SKU01383,Beverages,Chamomile Tea - Twinings,28395,16,23851,350,84,False
SKU02577,"Instant & Frozen Food",Atta Noodles - Patanjali,46707,12,41102,50,62,False
SKU01470,Beverages,Nimbu Pani - Concentrate,16981,,12396,200,16,False
SKU03083,Baby Care,Baby Shampoo - Johnson's,49363,5,46894,400,184,False
SKU00365,"Fruits & Vegetables","Amla (Indian Gooseberry)",4750,22,3705,1000,0,True
SKU00189,"Fruits & Vegetables","Spinach (Palak)",14585,27,10647,2000,184,False
SKU00579,"Dairy & Bread",Amul Masti Buttermilk,40388,3,39176,200,163,False
SKU00741,"Dairy & Bread",Paneer - Malai,50393,59,20661,1000,58,False
SKU03042,Baby Care,Huggies Diapers - S,150932,2,147913,100,75,False
SKU00491,"Dairy & Bread",Amul Taaza Toned Milk,54807,26,40557,100,38,False
SKU02295,"Instant & Frozen Food",Top Ramen - Curry,37446,40,22467,70,0,True
SKU02484,"Instant & Frozen Food",Upma Mix - MTR,29691,0,29691,400,17,False
SKU02959,"Bakery & Biscuits",Eclair - Chocolate,22915,,22685,60,116,False
SKU01861,"Cleaning & Household",Rat Trap - Glue,54986,46,29692,1000,0,True
SKU01766,"Cleaning & Household",Sanitizer - Lifebuoy,45370,34,29944,2000,48,False
SKU00083,"Fruits & Vegetables",Apple - Shimla,6331,43,3608,2000,134,False
SKU02953,"Bakery & Biscuits",Eclair - Chocolate,32014,20,25611,200,62,False
SKU00122,"Fruits & Vegetables",Lemon,7234,0,7234,1500,72,False
SKU03118,Baby Care,Baby Lotion - Himalaya,132808,18,108902,200,80,False
SKU02735,"Bakery & Biscuits",Khari Biscuit,20550,,14590,40,0,True
SKU02907,"Bakery & Biscuits",Sourdough Bread,31471,12,27694,40,188,False
SKU03111,Baby Care,Baby Powder - Johnson's,115040,10,103536,300,99,False
SKU00540,"Dairy & Bread","Curd - Plain (400g)",29132,9,26510,200,95,False
SKU00840,"Dairy & Bread",Milkshake - Chocolate,19747,11,17574,1000,24,False
SKU01014,"Snacks & Munchies",Jim Jam Biscuit,23504,0,23504,200,0,True
SKU00700,"Dairy & Bread","Lassi - Mango (Amul)",38594,24,29331,1000,23,False
SKU02392,"Instant & Frozen Food",Frozen Chicken Nuggets,40177,28,28927,140,115,False
SKU00336,"Fruits & Vegetables","Mint Leaves (Pudina)",5039,21,3980,500,90,False
SKU02559,"Instant & Frozen Food",Roti - Multigrain,18541,29,13164,70,91,False
SKU02736,"Bakery & Biscuits",Khari Biscuit,32742,10,29467,40,78,False
SKU01487,Beverages,Horlicks 500g,42025,29,29837,750,151,False
SKU03290,Pet Care,Royal Canin - Maxi Adult,66329,2,65002,1000,93,False
SKU00064,"Fruits & Vegetables",Banana - Robusta,1933,28,1391,250,0,True
SKU01893,"Cleaning & Household",Glass Wiper,10912,49,5565,500,0,True
SKU02956,"Bakery & Biscuits",Eclair - Chocolate,14107,5,13401,100,12,False
SKU02398,"Instant & Frozen Food",Frozen Fish Fingers,35657,7,33161,400,0,True
SKU00566,"Dairy & Bread",Paneer - Fresh,52376,22,40853,100,130,False
SKU03222,Baby Care,Baby Towel,137431,21,108570,500,0,True
SKU03061,Baby Care,MamyPoko Pants - L,72570,19,58781,300,0,True
SKU01372,Beverages,Green Tea - Lipton,36845,5,35002,750,80,False
SKU03202,Baby Care,Baby Blanket,34000,30,23800,,124,False
SKU03108,Baby Care,Baby Powder - Johnson's,42991,16,36112,200,112,False
SKU00850,"Snacks & Munchies",Lay's Classic Salted,27745,23,21363,30,115,False
SKU02643,"Bakery & Biscuits",Parle-G Biscuit,10279,6,9662,100,164,False
SKU01464,Beverages,Nimbu Pani - Concentrate,21766,0,21766,500,72,False
SKU00080,"Fruits & Vegetables",Apple - Shimla,15843,4,15209,250,65,False
SKU01784,"Cleaning & Household",Broom - Grass,50458,,34311,200,101,False
SKU00262,"Fruits & Vegetables",Grapes - Green,23784,65,8324,250,0,True
SKU03354,Pet Care,Dog Biscuit - Milk Bone,116470,,110646,1000,134,False
SKU00397,"Fruits & Vegetables",Pineapple,4698,32,3194,250,48,False
SKU02439,"Instant & Frozen Food",Oats - Quaker,37001,,29970,70,4,False
SKU02611,"Instant & Frozen Food",Frozen Momos - Wo Momo,31361,25,23520,70,0,True
SKU02277,"Instant & Frozen Food",Maggi 2-Minute Noodles,34211,32,23263,400,0,True
SKU01969,Personal Care,Dove Shampoo - Daily Shine,74272,20,59417,50,153,False
SKU02357,"Instant & Frozen Food",McCain French Fries,1248,0,1248,400,0,True
SKU01101,"Snacks & Munchies",Roasted Almonds - Salted,28430,23,21891,50,0,True
SKU01423,Beverages,Coconut Water - Raw Pressery,49503,-1,42572,200,78,False
SKU01532,Beverages,Instant Coffee - Nescafe,7308,5,6942,1000,194,False
SKU02242,Personal Care,Talcum Powder - Ponds,41688,,41271,200,132,False
SKU01255,Beverages,Real Juice - Mixed Fruit,4891,26,3619,750,0,True
SKU01457,Beverages,Nimbu Pani - Concentrate,36968,12,32531,250,133,False
SKU00793,"Dairy & Bread",Buttermilk - Masala,33194,28,23899,500,0,True
SKU01230,Beverages,Frooti Mango 200ml,54934,23,42299,250,60,False
SKU02140,Personal Care,Perfume - Wild Stone,21438,18,17579,200,64,False
SKU02311,"Instant & Frozen Food",Cup Noodles - Masala,29112,28,20960,400,135,False
SKU01758,"Cleaning & Household",Hand Wash - Dettol,9510,56,4184,750,0,True
SKU02673,"Bakery & Biscuits",Muffin - Blueberry,12962,9,11795,40,81,False
SKU02551,"Instant & Frozen Food",Chapati - Ready to Eat,49455,,32640,50,92,False
SKU00178,"Fruits & Vegetables",Cauliflower,23755,31,16390,1000,0,True
SKU01290,Beverages,Paper Boat Aam Panna,47343,19,38347,250,177,False
SKU01911,Personal Care,Colgate MaxFresh Toothpaste,64316,14,55311,200,0,True
SKU03272,Pet Care,Whiskas Cat Food - Tuna,129531,28,93262,1000,183,False
SKU01518,Beverages,Glucon-D Orange,18646,0,18646,250,81,False
SKU01338,Beverages,Bisleri Water 1L,30479,33,20420,1000,26,False
SKU00248,"Fruits & Vegetables",Mango - Alphonso,9200,67,3035,250,54,False
SKU00800,"Dairy & Bread",Shrikhand - Kesar,16404,24,12467,,158,False
SKU02399,"Instant & Frozen Food",Frozen Fish Fingers,9592,11,8536,140,51,False
SKU00633,"Dairy & Bread",Milk Bread,47308,33,31696,500,0,True
SKU00851,"Snacks & Munchies",Lay's Classic Salted,12383,5,11763,30,23,False
SKU02230,Personal Care,Body Wash - Dove,112243,34,74080,50,49,False
SKU02879,"Bakery & Biscuits",Wafer - Chocolate,28041,32,19067,40,192,False
SKU02781,"Bakery & Biscuits",Donut - Glazed,16460,10,14814,60,143,False
SKU02085,Personal Care,Lifebuoy Handwash Refill,67086,2,65744,150,112,False
SKU00007,"Fruits & Vegetables",Onion,10885,7,10123,2000,0,True
SKU02682,"Bakery & Biscuits",Brownie - Chocolate,20494,17,17010,150,0,True
SKU01707,"Cleaning & Household",Room Freshener - Odonil,26837,53,12613,200,0,True
SKU02376,"Instant & Frozen Food",Frozen Mixed Vegetables,45049,33,30182,1000,153,False
SKU00805,"Dairy & Bread",Shrikhand - Kesar,33259,25,24944,,0,True
SKU00338,"Fruits & Vegetables","Mint Leaves (Pudina)",12570,43,7164,250,0,True
SKU02331,"Instant & Frozen Food",MTR Ready-to-Eat Dal Fry,4831,0,4831,1000,60,False
SKU02257,Personal Care,Hair Gel - Set Wet,66997,41,39528,200,60,False
SKU01238,Beverages,Maaza Mango 600ml,41784,20,33427,200,0,True
SKU02168,Personal Care,Ear Buds,24262,22,18924,250,85,False
SKU01159,"Snacks & Munchies",Namkeen Mixture - Haldiram's,12825,33,8592,30,0,True
SKU02910,"Bakery & Biscuits",Sourdough Bread,9395,29,6670,300,174,False
SKU00815,"Dairy & Bread",Dahi - Set,53549,32,36413,,80,False
SKU02144,Personal Care,Sanitary Pads - Whisper,41825,32,28440,500,189,False
SKU00326,"Fruits & Vegetables",Drumstick,17958,11,15982,1000,0,True
SKU00390,"Fruits & Vegetables",Guava,14386,14,12371,2000,100,False
SKU02715,"Bakery & Biscuits",Pizza Base,6819,20,5455,40,182,False
SKU03330,Pet Care,Dog Shampoo,145796,11,129758,400,0,True
SKU01822,"Cleaning & Household",Bleach - Robin,41148,12,36210,500,0,True
SKU01780,"Cleaning & Household",Broom - Grass,68958,24,52408,1000,74,False
SKU03235,Baby Care,Baby Towel,85325,24,64847,300,0,True
SKU03407,Pet Care,Fish Food - Taiyo,138015,14,118692,3000,15,False
SKU02752,"Bakery & Biscuits",Cream Roll,32731,32,22257,200,52,False
SKU01181,Beverages,Coca Cola 750ml,44424,26,32873,350,0,True
SKU02991,Baby Care,Lactogen 1,26753,24,20332,300,53,False
SKU01966,Personal Care,Dove Shampoo - Daily Shine,76145,34,50255,500,0,True
SKU03262,Pet Care,Pedigree Dog Food - Veg,59124,,46707,500,21,False
